ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-245033,2025-09-24 12:03,2025-09-24 12:09,2025-09-24 12:28,resolved,chat,C106367,,VA-HP-ST2,Connectivity,Normal,Chat Frontline,A3021,0,,,,N,"hii
it goes silent for a second every few minuts and comes back
strata 2
??",contact re bt dropouts. checked fw 2.3.10. replacement raised.,helpdesk
TK-245034,2025-09-24 12:10,2025-09-24 12:13,2025-09-24 12:30,resolved,chat,C100522,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3027,0,4,5199,CANCEL,N,"hii
ordered the wrong colour, don't ship it
my nexa 2 watch
pls reply",cx states cancel ord. Cancelled before dispatch. Refunded Rs 5199.,helpdesk
TK-245035,2025-09-24 12:38,2025-09-24 12:41,2025-09-29 13:02,resolved,chat,C108044,VR898020,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,A3030,0,2,,,Y,"helo
i ordered arc neckband and got something else
arc neckband VR898020
kindly do the needful",Ticket raised for wrong variant received. Raised with warehouse. Reverse pickup + crorect item shipped.,helpdesk
TK-245036,2025-09-24 12:40,2025-09-24 12:48,2025-09-24 13:22,resolved,chat,C104033,VR908664,VA-EB-PL1,Connectivity,Normal,Chat Frontline,A3012,0,,,,N,"Dear Sir/Madam,

I am writing with reference to my order of pulse 1 placed on 12 Feb. It connects for a second and then vanishes from the device list. I have tried on another phone. I request you to kindly arrange a replacement.

Yours faithfully,
Neha Mukherjee","Re-pair successful, resolved on chat. Issue: device not discoverable. Walked through forget + re-pair.",helpdesk
TK-245037,2025-09-24 13:03,2025-09-24 13:06,2025-09-26 13:22,resolved,chat,C100790,VR896828,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3036,0,3,,,N,"hello ji
the return was accepted but the amount is nowhere in my account",Customer reached out - refund pending. Checked reverse pickup QC status. Refund confirmed credited. Cx informed.,helpdesk
TK-245038,2025-09-24 13:32,2025-09-24 13:41,2025-09-27 16:05,resolved,email,C103357,VR897629,VA-EB-PL2,Warranty & Repair,Normal,Escalations & Warranty,A3033,1,4,,,N,"Hi there, Got the Pulse 2 earbuds form vireo.in lsat week.  The charging case is not charging. I tried 3 different cables. Kindly look into it. Awwaiting response",escalated to warranty ~Diya,helpdesk
TK-245039,2025-09-24 13:35,2025-09-24 13:35,2025-09-24 14:07,resolved,chat,C108735,,VA-EB-PL2,Connectivity,High,Chat Frontline,A3006,0,4,,,N,cannot pair the Pulse 2 earbuds w/ my laptop - need this sorted this week,"Re-pair successful, resolved on chat. Issue: device not discoverable. Walked through forget + re-pair. -TS",helpdesk
TK-245040,2025-09-24 13:49,2025-09-24 14:27,2025-09-24 15:11,resolved,voice,C100017,VR906628,VA-EB-PL1,App & Firmware,Low,Voice Frontline,A3025,0,,,,N,[IVR transcript] hi sir firmware update stuck for 2 hours itna paisa diya hai pulse earbuds kinddly do the needful,cx reported firmware update failed. walked through recovery mode. update completed after retry. cx satisfied on chat.,helpdesk
TK-245041,2025-09-24 14:02,2025-09-24 15:11,2025-09-24 15:55,resolved,voice,C103515,VR904526,VA-HP-ST3,Audio Quality,Normal,Voice Frontline,A3025,0,,,,N,only one side plays sound,right side silent | chk balance settings w/ cx -> reset rslvd //RIY,helpdesk
TK-245042,2025-09-24 14:22,2025-09-24 14:24,2025-09-24 14:47,resolved,chat,C104647,,VA-SW-NX2,Delivery & Shipping,High,Logistics,A3031,0,3,,,N,"hey, following up on my earlier complaint - nothing has changed. got the nexa 2 from amazon 3 weeks back. package not delivered even after 10 days. please advise. thank you, karan","1. dlvry delayed
2. Raised ticket w/ courier partner
3. Refund initiated as lost in transit",helpdesk
TK-245043,2025-09-24 15:43,2025-09-24 15:59,2025-09-24 16:24,resolved,voice,C104060,VR905431,VA-SW-NX2,Charging & Battery,Normal,Voice Frontline,A3026,0,2,,,N,[IVR transcript] battery backup is terrible now VR905431 how do i get this fixed?,"ticket raised for battery draining fast. checked usage pattern with cx. advised settings change, cx satisfied. ~Vihaan",helpdesk
TK-245045,2025-09-24 15:57,2025-09-24 15:58,2025-09-24 16:13,resolved,chat,C107393,VR894790,VA-AC-CH65,Billing & Payments,Normal,Billing,A3033,0,4,,,N,"PRODUCT: THE GAN CHARGER
ORDER: VR894790
PURCHASED: 25-12-2024
ISSUE: NEED THE BILL WITH MY FIRM'S GSTIN ON IT
TRIED: TRIED DIFFERENT BROWSER
EXPECTED: RESOLUTION",as discussed ~Diya,helpdesk
TK-245046,2025-09-24 18:40,2025-09-24 18:46,2025-09-27 19:07,resolved,chat,C108023,VR894547,VA-SW-FIT,Delivery & Shipping,Normal,Logistics,A3029,0,,,,N,"dear sir/madam, bought teh fit band around 16 sep from vireo.in. i haven't received my order. please help. thank you divya","cx states ord not delivered. raised ticket w/ crr partner. crr conf delivery for 25 sep, cx informed. cx informed. [closed]",helpdesk
TK-245048,2025-09-24 18:48,2025-09-24 18:56,2025-09-24 19:28,resolved,chat,C107769,VR897835,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3010,0,,,,N,"Dear team,
Ordered my Pulse 2 a month ago.  Microphone is very low on the my Pulse 2.
I tried different apps.
I am losing patience.
Please help.
Thanks Ananya",FW update advised,helpdesk
TK-245049,2025-09-24 19:37,2025-09-24 19:38,2025-10-06 21:41,resolved,chat,C104407,VR880817,VA-HP-ST3,Other,Normal,Chat Frontline,A3042,1,,,,N,"hi vireo support, bought my strata 3 headphones around march 18 from amazon.  keeps losing my phone if i walk to the other room. i rest both devices. nothing changed. very poor quality. i want my money back. thanks,",cx states intermittent disconnects. adv to test in different location. xfer to escalations & wty. rplc raised. cx informed.,helpdesk
TK-245050,2025-09-24 19:46,2025-09-24 23:13,2025-09-24 23:25,resolved,email,C100025,,VA-EB-PL1,Other,Normal,Email Frontline,A3016,0,,1062,CANCEL,N,"oredred the wrong colour, don't ship it, how do i get this fixed?",done [closed],helpdesk
TK-245051,2025-09-24 20:04,2025-09-24 21:00,2025-09-24 21:25,resolved,voice,C106500,VR903214,VA-EB-PL1,Connectivity,Normal,Voice Frontline,A3025,0,,,,N,"hello vireo, i bought my pulse on 07 sep.  bluetooht pairing fils every time. i restarted the phone. nothing changed. please call me on my registered number. thaanks in advance aishawrya","cx reported device not discoverable. asked cx to reset the device. advised fw update via app, rslvd. closing. //RIY",helpdesk
TK-245052,2025-09-24 20:52,2025-09-24 21:01,2025-09-26 21:16,closed,chat,C101051,,VA-EB-PL1,Billing & Payments,High,Billing,A3033,0,,2124,RETURN-QC-OK,N,"This is regarding my Pulse. Refund not received yet. I checked bank. Nothing changed. Please call me on my registered number. Rgds, Tenzin",full refund processed (2124) ~Diya,helpdesk
TK-245053,2025-09-24 20:56,2025-09-24 21:08,2025-09-24 21:33,resolved,social,C108816,VR902552,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3031,0,2,,,Y,"Daer Sir/Madam, Got pulse 1 from vireo.in recently. I ordered pulse 1 and got something else. I rechecked my order. Nothing changed. Honestly regretting this purchase. Please call me on my registered number. Awaiting response,","1. Wrong item delivered
2. Verified ord vs delivered item photos
3. rfnd issued, cx did not want rlpc",helpdesk
TK-245054,2025-09-24 21:31,2025-09-25 01:32,2025-09-25 02:05,resolved,email,C104289,VR907371,VA-EB-PL2,Billing & Payments,High,Billing,A3016,1,,3324,DUP-PAYMENT,N,"This is the third time.
payment wnet through but I got no order id",done [closed],helpdesk
TK-245055,2025-09-25 00:46,2025-09-25 00:53,2025-09-26 03:27,resolved,chat,C108842,VR880710,VA-SW-NX2,Warranty & Repair,Low,Escalations & Warranty,A3043,0,4,,,N,"watch not responding to touch
VR880710",cx: touch issue | asked for video -> hard reset resolved,helpdesk
TK-245056,2025-09-25 01:08,2025-09-25 01:38,2025-09-30 04:00,resolved,chat,C100637,VR886063,VA-EB-PL2,Connectivity,Low,Chat Frontline,A3041,1,2,,,N,"Deear Sir/Madam,

I am writing with reference to my odrer of Pulse 2 (VR886063) placed on July 20. It connects for a second and then vanishes from the device list. I have tried on another phone. I request you to process a refund to my original payment method.

Regards,
Imraan Reddy
Gurugram","1. Device not discoverable
2. Checked phone OS version
3. Transferred to Escalations & Warranty
4. Advised FW update via app, resolved",helpdesk
TK-245057,2025-09-25 01:28,2025-09-25 04:27,2025-09-25 04:47,resolved,email,C107871,VR881623,VA-SW-NX2,Connectivity,Normal,Email Frontline,A3003,0,5,,,N,"Dear team, Ordered my Nexa 2 watch last month. Bluetooth pairing fails every time. I want my money back. Awaiting respose Sneha","Cust contacted re device not discoverable. Walked through forget + re-pair. Advised FW update via app, resolved. Will monitor. //ROH",helpdesk
TK-245058,2025-09-25 06:36,2025-09-25 07:48,2025-09-25 08:06,closed,email,C107837,VR884074,VA-SW-NX2,App & Firmware,Normal,Email Frontline,A3018,0,3,,,N,"sir ji
app not opening after update
anyone there",second contact on same fault. rslvd on call (SOP 2.7) ~Sukhwinder,helpdesk
TK-245059,2025-09-25 08:07,2025-09-25 08:11,2025-09-27 08:26,resolved,chat,C105098,VR889161,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3028,0,,,,N,"hello
i have been sitting at home for 3 days waiting for your courier
the airlite buds","contact re reverse pickup pending. checked pickup awb. pickup done, rfnd initiated. will monitor.",helpdesk
TK-245060,2025-09-25 09:18,2025-09-25 17:13,2025-09-27 17:42,resolved,email,C107078,VR898883,VA-AC-CASE,Delivery & Shipping,Normal,Logistics,A3034,1,,,,N,"hey,
ordered the charging case i ordered recently. package not delivered even affter 19 days.
i caled the courier.
patheic experience honestly.
please call me on my registered number.
thanks in advance ayaan","1. Order not delivered
2. Confirmed address with cx
3. Transferred to Billing
4. Re-shipped from warehouse -MM",helpdesk
TK-245061,2025-09-25 09:28,2025-09-25 10:47,2025-09-30 10:57,resolved,social,C107247,VR883933,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3027,0,,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of the AirLite buds (VR883933) placed on 21 Sep. I haven't received my order. I have checked the tracking page daily. I request you to process a refund to my original payment method.

Sincerely,
Aishwarya Chauhan
Guwahati",Reported: dlvry delayed. Raised ticket w/ crr partner. rfnd initaited as lost in transit.,helpdesk
TK-245062,2025-09-25 10:28,2025-09-26 02:49,2025-09-29 03:00,resolved,email,C101611,VR907105,VA-AC-CBL,Delivery & Shipping,Normal,Logistics,A3030,0,3,,,N,"not what i expected from vireo. bought braided cable around 14-09-2025 from amazon. i haven't received my order. i already checked with neighbours. i want a replacement or refund, nothing else.","Conntact re shipment not received. Confirmed address wih cx. Courier confirmed delivery for 30 Sep, cx informed.",helpdesk
TK-245063,2025-09-25 10:43,2025-09-25 10:53,2025-09-30 11:42,resolved,chat,C106626,,VA-SW-NX2,Warranty & Repair,Normal,Escalations & Warranty,A3042,0,,,,N,"product: nexa 2
purchased: 12 jul
issue: strap pin came off
tried: tried to fix pin
expected: callback",cx says strap damage. asked for photo. rplc strap dispatched. cx informed.,helpdesk
TK-245065,2025-09-25 12:06,2025-09-25 15:52,,pending,email,C102291,VR890300,VA-HP-ST3,Billing & Payments,Normal,Billing,A3033,0,4,,,N,"Not what I expected from Vireo. Order VR890300 (Strata 3). sitll waiting for my refund. I already checked bank. I want a replacemnet or refund, nothing else.",Cust contacted re refund not credited. Checked refund status on PG. Refund confirmed credited. Cx informed. ~Diya,helpdesk
TK-245066,2025-09-25 14:20,2025-09-25 14:22,2025-09-25 14:50,resolved,chat,C104724,,VA-EB-PL1,Audio Quality,Normal,Chat Frontline,A3009,0,,,,N,I am losing patience. This is regarding pulse 1. works for music but useless for meetings. I already checked mic permissions. Fix this or I am posting on twitter.,"permissions fixed, resolved. issue: low mic pickup. tested on call with cx.",helpdesk
TK-245067,2025-09-25 14:22,2025-09-25 19:18,2025-09-25 19:36,resolved,email,C102241,VR888460,VA-EB-PL2,App & Firmware,Normal,Email Frontline,A3021,0,4,,,N,"hi sir
can't get past the loading screen in the app
help","cx: app not opening | asked for phone model + os -> bug logged, workaround shared",helpdesk
TK-245068,2025-09-25 14:39,2025-09-25 15:08,2025-09-25 15:46,resolved,voice,C103137,VR907148,VA-EB-PL2,Billing & Payments,High,Billing,A3033,0,,3499,DUP-PAYMENT,N,"i bought pulse 2 on 30 apr. paid via upi, amount deducted, no order confirmation.
i waited 24 hours. nothing changed.
please help.
thank you","re: failed order after payment | checked pg dashboard for txn -> refund approved, rs 3499, 5-7 working days ~Diya",helpdesk
TK-245069,2025-09-25 15:31,2025-09-25 15:33,2025-09-28 15:52,resolved,chat,C102656,,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3030,0,3,,,N,"namaste, this is regarding the pulse buds.  the courier marked it delivered but nobody in my house got anything. please advise.",Ticket rased for delivery delayed. Confirmed address with cx. Refund initiated as lots in transit.,helpdesk
TK-245070,2025-09-25 18:26,2025-09-25 18:26,2025-09-25 18:37,resolved,chat,C103903,,VA-EB-PL1,Other,Normal,Chat Frontline,A3013,0,4,,,N,odrer status stuck on shipped since September 11 - what do i do now?,"cx reached out - shipment not rcvd. raised ticket with crr partner. crr conf dlvry for 29 sep, cx informed.",helpdesk
TK-245071,2025-09-25 19:30,2025-09-25 19:33,2025-09-25 19:53,resolved,chat,C101591,VR890261,VA-SW-FIT,Product Enquiry,Normal,Chat Frontline,A3013,0,,,,N,"This is regarding Nexa Fit. Before I buy - will this talk to a 2019 Samsung. What do I do now? Thanks,",cx states pre-sales query. shared compatibility info. query answered. ~Ayaan,helpdesk
TK-245072,2025-09-25 19:31,2025-09-25 19:31,2025-09-27 19:50,resolved,chat,C102723,VR909201,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3037,0,3,,,N,"Dear Sir/Madam,

I am writing with reference to my order of my Pulse 2 placed on 10/09. Pickup scheduled but no one showed up. I have rescheduled pickup twice. I request you to look into this matter at the earliest.

Yours faithfully,
Sneha Agarwal","1. Reverse pickup pending
2. Checked pickup AWB
3. Refund processed without pickup as goodwill",helpdesk
TK-245074,2025-09-25 19:45,2025-09-25 20:27,2025-09-25 20:50,resolved,voice,C109233,VR901192,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3029,0,,,,Y,[IVR transcript] i am losing patience. order vr901192 (pulse 2 buds). wrong product delivered. i already rechecked my order. this is the last time i buy from you.,reported: incorrect product shipped. verified ord vs delivered item photos. replacement dispatched. closing.,helpdesk
TK-245075,2025-09-25 19:48,2025-09-25 20:07,2025-09-25 20:27,resolved,voice,C100746,,VA-EB-PL1,Connectivity,Normal,Voice Frontline,A3023,0,,,,N,"[IVR transcript] dear sir/madam, got my pulse from vireo.in around diwali.  pairing is not working. i tried on another phone. nothing changed. what do i do now? thanks, simrran pillai","Reset done, paired ok. Issue: device not discoverable. Checked phone OS version.",helpdesk
TK-245076,2025-09-25 20:42,2025-09-25 20:50,2025-09-25 21:00,resolved,voice,C105539,VR885922,VA-EB-PL1,Product Enquiry,Normal,Voice Frontline,A3023,0,,,,N,"I am losing patience. Bought my Pulse around 10-09-2025 from vireo.in. is my Pulse compatible with my TV. I want a replacement or refund, nothing else.",Cx satisfied. Issue: compatibility query. Shared compatibility info. ~Farah,helpdesk
TK-245078,2025-09-25 20:48,2025-09-25 20:57,2025-09-25 21:11,resolved,chat,C100001,VR909634,VA-SW-NX2,Other,Normal,Chat Frontline,A3017,1,,6499,PRICE-ADJ,N,"To the Vireo Customer Care Team,

I am writing with reference to my orer of the Nxea 2 (VR909634) placed on 16/09. Coupon code not working. I have tride in caps. I request you to process a refund to my original payment method.

Yours faithfully,
Imran George
Bengaluru",Full rfnd processed (6499). Issue: copuon not applied. chk coupon validity. Via Email Frontline. ~Kabir,helpdesk
TK-245080,2025-09-25 21:13,2025-09-25 21:15,,pending,chat,C100006,,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3031,0,2,,,N,"Namaste, This is regarding the AirLite buds. Order status stuck on shipped since 29 Aug. I checked with neighbours. Please resolve asap. Pelase revert, Priya","cx says was told fixed lst time. 1. dlvry delayed
2. conf address w/ cx
3. Re-shipped from warehouse",helpdesk
TK-245081,2025-09-25 21:50,2025-09-25 22:24,2025-09-28 22:50,resolved,social,C108054,,VA-AC-CH65,Other,Normal,Chat Frontline,A3003,0,,,,N,"Product: 65W charger
Purchased: 12-09-2025
Issue: order not delivered, tracking not updating
Tried: called the courier
Expected: callback",- //ROH,helpdesk
TK-245083,2025-09-25 22:00,2025-09-25 22:08,2025-09-25 22:21,resolved,chat,C107382,VR893926,VA-EB-PL2,Product Enquiry,Normal,Chat Frontline,A3017,0,2,2974,PRICE-ADJ,N,"hey, got pulse 2 buds from amazon 10 days ago. promo code shows invalid. i tried in caps. can someone fix this? awaiting response,",- ~Kabir,helpdesk
TK-245085,2025-09-25 23:14,2025-09-25 23:15,2025-09-26 23:43,resolved,chat,C104889,VR899234,VA-HP-ST2,Returns & Refunds,Normal,Returns Desk,A3038,0,,,,Y,"hello
yet again.
i ordered strata 2 & got something else","Cx reported wrong item delivered. Verified order vs delivered item photos. Replacement raised, RMA shared with cx.",helpdesk
TK-245086,2025-09-26 00:32,2025-09-26 07:09,2025-09-28 07:37,resolved,email,C100028,,VA-NB-ARC,Billing & Payments,Normal,Billing,A3034,0,4,,,N,"dear sir/madam,

i am writing with reference to my order of teh neckband placed on september 21. the return was accepted but the amount is nowhere in my account. i haev checked bank. i request you to process a refund to my origginal payment method.

regards,
kavya kumar",Cx reported refund delay. Checked reverse pickup QC status. ARN shared with cx. (SOP 2.7) -MM,helpdesk
TK-245087,2025-09-26 09:19,2025-09-26 09:42,2025-09-26 10:17,resolved,voice,C102510,,VA-EB-PL2,Other,Normal,Voice Frontline,A3025,0,,,,Y,"left earbud not charging, right one is fine - i want my money back","1. left earbud not taking charge
2. asked for phtoo of the bud contacts
3. replacement raised for full set //RIY",helpdesk
TK-245088,2025-09-26 09:57,2025-09-26 10:01,2025-09-26 10:27,resolved,chat,C108578,VR887633,VA-EB-PL2,Billing & Payments,High,Billing,A3034,0,,350,DUP-PAYMENT,N,"Hello, I bought pulse 2 buds on 27-08-2025. Two entries of Rs 3499 on my statement for one pair of earbuds. I waited a week. Nothing changed. Need this sorted this week. Awaiting response, Manpreet Patil","cx says was told fixed last time. 1. Duplicate payment
2. Checked PG for duplicate txn
3. Refund approved, Rs 350, 5-7 working days (SOP 4.2) -MM",helpdesk
TK-245089,2025-09-26 10:05,2025-09-26 15:21,2025-09-26 15:37,resolved,email,C102991,VR882305,VA-SW-FIT,Connectivity,Normal,Email Frontline,A3019,0,5,,,N,"I bought the fit band on 29/08.  Not pairing w/ my phone. Kindly look into it. Rgds, Siddharth","re: device not discoverable | asked cx to reset the device -> advised fw update via app, resolved ~Kavya",helpdesk
TK-245090,2025-09-26 10:09,2025-09-26 11:25,2025-09-26 12:02,resolved,social,C109331,VR891571,VA-EB-PL2,App & Firmware,Normal,Chat Frontline,A3012,0,3,,,N,"Dear Sir/Madam,

I am writing with reference to my order of pulse 2 buds (VR891571) placed on 01 Sep.  It's showing a spinning circle for hours. I have restarted the app. I request you to provide a resolution within 3 working days.

Regards,
Vikram Bhatt",Cx reported update hang. Asked cx to keep in case 30 min. Recovery successful.,helpdesk
TK-245091,2025-09-26 11:10,2025-09-26 13:58,2025-09-26 14:32,resolved,social,C103367,VR883789,VA-EB-PL1,Other,Normal,Chat Frontline,A3006,0,3,,,Y,"Dear Sir/Madam,

I am writing with reference to my order of Pulse earbuds (VR883789) placed on 05/05. A hiss that wasn't there when I bought it. I have tried different apps. I request you to process a refund to my original payment method.

Regards,
Riya Siddiqui",Replacement unit dispatched. Issue: audio distortion. Checked FW. -TS,helpdesk
TK-245092,2025-09-26 12:15,2025-09-26 12:16,2025-09-26 12:31,resolved,chat,C102624,,VA-EB-PL2,Billing & Payments,High,Billing,A3035,0,4,3324,DUP-PAYMENT,N,"dear sir/madam,

i am writing with reference to my order of my pulse 2 placed on 20-09-2025. my bank says rs 3499 went to you but your site says i have no orders. i have tried logging out and in. i request you to kindly arrange a replacement.

regards,
aarav tiwari","issue: payment debited, no order | checked pg dashboard for txn -> refund approved, rs 3324, 5-7 working dasy",helpdesk
TK-245094,2025-09-26 13:04,2025-09-26 13:09,2025-09-28 13:52,resolved,chat,C104499,VR882748,VA-EB-PL1,Warranty & Repair,Normal,Escalations & Warranty,A3039,0,3,,,Y,"Hello Vireo, Ordered the Pulse buds 2 weeks ago. There's a dent on the case straight out of the box. I refused nothing as I didn't notice till later. Please help. Awaiting response","Reported: damaged in transit. Photos received, damage confirmed. New unit shipped under DOA. ~Vivaan",helpdesk
TK-245095,2025-09-26 14:04,2025-09-26 18:10,2025-09-26 18:29,resolved,email,C107458,VR909190,VA-EB-PL2,App & Firmware,High,Email Frontline,A3019,0,,,,N,"RAISED THIS 2 WEEEKS AGO & WAS TOLD IT WAS RESOLVED.
PRODUCT: MY PULSE 2
ORDER: VR909190
PURCHASED: 30-07-2025
ISSUE: APP NOT OPENING AFTER UPDAATE
TRIED: UPDAATED PHONE
EXPECTED: CALLBACK","app not opening | known issue on ios 18 - bug logged -> cleared cache, resolved",helpdesk
TK-245097,2025-09-26 14:49,2025-09-26 15:50,2025-09-28 16:17,closed,email,C106636,,VA-EB-PL1,Other,Normal,Email Frontline,A3021,0,3,,,N,"order not delivered, tracking not updating
pls help","customer states delivery delayed. confirmed address with cx. courier confirmed delivery for 01 oct, cx informed.",helpdesk
TK-245098,2025-09-26 14:57,2025-09-26 14:58,2025-09-26 15:11,resolved,chat,C103814,,VA-EB-AIR,Account & Login,Low,Chat Frontline,A3008,0,,,,N,"hi vireo support, tis is regarding airlite.  otp not cming on my number. i tried 5 times. i hae been a loyal customer and this is how you treat me. how do i get this fixed? thanks in advance neha mehta","number updated, resolved. issue: otp not rcvd. chk number on account.",helpdesk
TK-245099,2025-09-26 16:37,2025-09-26 16:44,2025-09-26 17:24,resolved,chat,C104359,,VA-EB-PL1,Connectivity,Normal,Chat Frontline,A3009,0,,,,N,Again the same thing.  This is regarding pulse 1. Not pairing with my phone. I restarted the phone. Nothing changed. Can someone fix this?,"cx says was told fixed last time. reset done, paired ok. issue: unable to pair with phone. walked through forget + re-pair.",helpdesk
TK-245100,2025-09-26 16:39,2025-09-26 16:46,2025-09-26 17:21,resolved,chat,C108702,VR899608,VA-SP-MINI,Connectivity,Normal,Chat Frontline,A3013,0,,,,N,teh sound suttters whenever my phone is in my pocket - vr899608,"1. intermittent disconnects
2. adv to test in different location
3. rplc raised ~Ayaan",helpdesk
TK-245101,2025-09-26 17:45,2025-09-26 20:10,,open,social,C103377,VR885732,VA-SW-NX2,Warranty & Repair,High,Escalations & Warranty,A3040,0,2,2924,DOA-REPL,N,"Again the same thing. the parcel looked like it was kicked hree from the warehouse, and the unit has a crack. VR885732","cx unhappy, contacted earlier re same. refund approved, rs 2924, 5-7 working days. issue: damaged in transit. checked with courier for damage claim.",helpdesk
TK-245102,2025-09-26 18:05,2025-09-26 18:05,2025-09-26 18:26,resolved,chat,C103775,,VA-SW-NX2,Connectivity,Normal,Chat Frontline,A3035,2,,,,N,bluetooth pairing fails every time,"Advised FW update via app, resolved. Issue: unable to pair with phone. Walked trhough forget + re-pair. Via Billing.",helpdesk
TK-245104,2025-09-26 18:31,2025-09-27 03:53,2025-10-02 08:20,resolved,email,C103819,VR882080,VA-SW-NX2,Warranty & Repair,Normal,Escalations & Warranty,A3041,0,2,,,N,"dear sir/madam,

i am writing with reference to my order of nexa 2 (vr882080) placed on 02 aug.  no update on my repair. i have called service centre. i request you to process a refund to my original payment method.

regards,
harpreet srivastava",repair status follow-up | checked rma status -> replacement approved and dispatched,helpdesk
TK-245105,2025-09-26 18:46,2025-09-26 18:47,2025-09-26 19:11,resolved,chat,C103449,,VA-AC-CASE,Other,Normal,Chat Frontline,A3013,0,,,,N,"To the Vireo Cutsomer Care Team,

I am writing w/ reference to my order of replacement case placed on 20-09-2025.  Paid via UPI, amount deducted, no order confirmation. I have waited 24 hours. I request you to look into this matter at the earliest.

Sincerely,
Sneha Mathew",cx reported failed ord after payment. conf w/ payment gateway. rfnd processed to source.,helpdesk
TK-245106,2025-09-26 19:37,2025-09-26 23:35,2025-09-26 23:57,resolved,email,C103752,VR887649,VA-EB-AIR,Other,Normal,Email Frontline,A3017,0,,,,N,connection drops constantly - pls help,- ~Kabir,helpdesk
TK-245108,2025-09-27 00:56,2025-09-27 00:59,2025-09-27 01:14,closed,chat,C102338,VR882781,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,"package not delivered even after 14 days
VR882781
please call me on my registered number","Contact re delivery delayed. Confirmed address with cx. Courier confirmed delivery for 29 Sep, cx informed.",helpdesk
TK-245110,2025-09-27 06:11,2025-09-27 06:14,2025-09-27 06:51,resolved,chat,C109235,VR908900,VA-SW-NX2,Other,Normal,Chat Frontline,A3012,0,,,,N,"product: the nexa 2
order: vr908900
purchased: september 15
issue: money debited but ordeer not showng
tried: waited 24 hours
expected: replacement","1. Amount deducted without ord
2. conf w/ payment gateway
3. Auto-refund conf within 5-7 days",helpdesk
TK-245111,2025-09-27 07:25,2025-09-27 07:35,2025-09-27 07:58,resolved,chat,C102198,VR903818,VA-EB-PL2,Billing & Payments,Normal,Billing,A3032,0,2,,,N,"Dear Sir/Madam,

I am writing with reference to my order of the Pulse 2 earbuds placed on 24/09. The festive offer vanished when I clicked pay. I have tried on app and website. I request you to process a refund to my original payment method.

Regards,
Sukhwinder D'Souza","cx says discount not applied. checked cart eligibility. advised coupon terms, resolved.",helpdesk
TK-245112,2025-09-27 08:02,2025-09-27 08:09,2025-09-27 08:23,resolved,chat,C100292,,VA-EB-PL1,Other,Normal,Chat Frontline,A3006,0,,2124,CANCEL,N,"Very poor quality. Ordered Pulse earbuds recently. please cancel, ordered by mistake. I already tried cancel button, greyed out. I want a replacement or refund, nothing else.",re: cancellation request | cancelled before dispatch -> full refund processed (2124) -TS,helpdesk
TK-245113,2025-09-27 09:46,2025-09-27 09:48,2025-09-27 09:58,closed,chat,C103487,VR888701,VA-SP-MINI,Other,Normal,Chat Frontline,A3004,0,4,,,N,"hi,
got teh mini speeaker from flipkart recently. entered wrong pincode.
i tried editing in app. nothing changed.
i wannt my mooney back.
rgds sunita","cx reported address change request. updated address with crr. already dispatched, adv to redirect with crr. [closed]",helpdesk
TK-245115,2025-09-27 09:51,2025-09-27 11:51,2025-09-30 12:05,resolved,voice,C102829,VR902796,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,A3036,1,,,,N,it has been 12 days and i have nothing in hand. vr902796,"Ticket raised for shipment not received. Checked AWB with courier. Transferred to Returns Desk. Courier confirmed delivery for 30 Sep, cx informed. Follow-up not required.",helpdesk
TK-245116,2025-09-27 10:05,2025-09-27 10:11,2025-09-27 10:25,resolved,chat,C100059,VR899024,VA-SW-NX2,Other,Normal,Chat Frontline,A3011,0,4,5524,CANCEL,N,"Product: my Nexa 2 watch
Order: VR899024
Purchased: September 27
Issue: please cancel, ordered by mistake
Tried: tried cancel button, greyed out
Expected: refund",sorted,helpdesk
TK-245118,2025-09-27 11:37,2025-09-27 11:53,2025-09-27 12:20,resolved,voice,C108949,VR892043,VA-EB-PL2,App & Firmware,Normal,Voice Frontline,A3023,0,,,,N,[IVR transcript] hi my phone just doesn't see it in the lisst anymore the pulse 2 earbuds vr892043,"Re-pair successful, resolved on chat. Issue: device not discoverable. Asked cx to reset the device.",helpdesk
